case_key,seed_case,gamma_jump_case,deltaS_hor_case,profile,a_1_over_Teff,b,R2,Teff,mean_jump_rate,mean_Lambda_w,mean_Coh_ptr_w
seed_20260911_Gm_0.09_dS_0.08,20260911,0.09,0.08,constant,10.111238882538974,0.0007594742820744256,0.9211290856213263,0.09889984912995112,0.0021517857142857146,0.015468545431184855,0.0006042584963181797
seed_20260911_Gm_0.09_dS_0.08,20260911,0.09,0.08,gaussian,13.783876631768477,0.007236921664124317,0.34318418102532533,0.0725485309187434,0.0022767857142857143,0.000679668055901017,2.6549534997017363e-05
seed_20260911_Gm_0.09_dS_0.08,20260911,0.09,0.08,oscillating,4.39187127010682,0.010406346103779779,0.018642446020186165,0.22769337680876012,0.0020892857142857145,0.015468545431184857,0.0006042584963181821
seed_20260911_Gm_0.09_dS_0.12,20260911,0.09,0.12,constant,15.166858323808476,0.0011392114231116369,0.9211290856213263,0.06593323275330068,0.0021517857142857146,0.022625444811536756,0.0008838334102692644
seed_20260911_Gm_0.09_dS_0.12,20260911,0.09,0.12,gaussian,20.675814947652718,0.010855382496186476,0.34318418102532544,0.04836568727916226,0.0022767857142857143,0.0009941330396813553,3.8833324149274465e-05
seed_20260911_Gm_0.09_dS_0.12,20260911,0.09,0.12,oscillating,6.587806905160241,0.015609519155669663,0.01864244602018572,0.15179558453917316,0.0020892857142857145,0.022625444811536756,0.0008838334102692681
seed_20260911_Gm_0.12_dS_0.08,20260911,0.12,0.08,constant,10.495904165293737,0.0006559690483937328,0.9528199886438359,0.09527526016354534,0.002660714285714286,0.015468545431184852,0.0006042584963181797
seed_20260911_Gm_0.12_dS_0.08,20260911,0.12,0.08,gaussian,15.382135822277775,0.008360344052493949,0.410740848929511,0.06501047783960608,0.0027767857142857143,0.000679668055901017,2.6549534997017857e-05
seed_20260911_Gm_0.12_dS_0.08,20260911,0.12,0.08,oscillating,1.3429226084446997,0.013976191341997317,0.002866712726451004,0.7446445489201688,0.0027589285714285715,0.015468545431184855,0.0006042584963181824
seed_20260911_Gm_0.12_dS_0.12,20260911,0.12,0.12,constant,15.743856247940633,0.0009839535725905979,0.9528199886438359,0.06351684010903012,0.002660714285714286,0.022625444811536756,0.0008838334102692646
seed_20260911_Gm_0.12_dS_0.12,20260911,0.12,0.12,gaussian,23.073203733416683,0.012540516078740927,0.4107408489295111,0.04334031855973734,0.0027767857142857143,0.0009941330396813553,3.88333241492752e-05
seed_20260911_Gm_0.12_dS_0.12,20260911,0.12,0.12,oscillating,2.0143839126670655,0.02096428701299597,0.002866712726450893,0.49642969928010866,0.0027589285714285715,0.022625444811536756,0.0008838334102692684
