time_index,time,residual_base_res0,lambda_h,n_density_ctrl_z,resid_base_oof_h,resid_full_oof_h,lambda_v,resid_base_oof_v,resid_full_oof_v,proxy_vorticity_abs_mean,proxy_omega_q_850_300
0,2017-01-01 00:00:00,1.1587978097540004,9.53606840103545e-13,-1.157327221991417,0.9918250369306468,0.9908191357821688,6.486995489562198e-13,0.9918250369306468,0.9907033601161676,1.838544746407251e-05,0.0004339572634832624
1,2017-01-01 06:00:00,1.8946528987923723,4.4040576300036936e-11,-2.4381193077471077,1.4474081558983265,1.448547576296995,3.0836381147874366e-11,1.4474081558983265,1.4482873421138387,1.8561593219976435e-05,0.000413124661737709
2,2017-01-01 12:00:00,0.3620992772636873,-4.195905596240087e-10,-1.108328998878895,0.2058486416821541,0.2047601384420143,-3.0228805659701555e-10,0.2058486416821541,0.2046499797297025,1.8062003777985534e-05,0.00035199548979871766
3,2017-01-01 18:00:00,1.11241628472771,-1.7812436974143456e-09,-1.0899904245871357,0.9601786254927684,0.9590576823231396,-1.3001047826841795e-09,0.9601786254927684,0.9589498615302527,1.826541206262306e-05,0.0003545711613935787
4,2017-01-02 00:00:00,0.5922493265341311,-8.061351336996435e-09,-1.0585175898528756,0.4468987752793077,0.4457171667932375,-5.8851266638126805e-09,0.4468987752793077,0.4456141641762226,1.7428671570535412e-05,0.0003263082791595006
5,2017-01-02 06:00:00,1.04340117562981,-8.948463872884048e-09,-2.353975553408166,0.6145693633433145,0.6155564635560293,-5.161414505538454e-09,0.6145693633433145,0.6153095364890568,1.7487064914279122e-05,0.00037316834155478977
6,2017-01-02 12:00:00,0.615196573081784,-2.4897926547007728e-08,-0.9413431946197468,0.4954869505608811,0.4940877675491564,-1.7705126434796983e-08,0.4954869505608811,0.4940020690990943,1.7642604503141132e-05,0.00032020647290412587
7,2017-01-02 18:00:00,1.4338070479813054,-3.245128724549295e-08,-0.9149151783820164,1.31988059062701,1.3184275803644394,-2.369243830820763e-08,1.31988059062701,1.3183456995402791,1.7206552202000493e-05,0.0002878260476225596
8,2017-01-03 00:00:00,0.3133222018552525,-2.982967936573771e-08,-1.0053479270475854,0.1796066117374983,0.1783083907200389,-2.103801932213447e-08,0.1796066117374983,0.1782168601850877,1.6754019277294597e-05,0.0002327362250561255
9,2017-01-03 06:00:00,0.6191481466694306,-1.0779115595992373e-07,-2.5626690894708055,0.144648540879367,0.1458600712470479,-8.566590217269703e-08,0.144648540879367,0.1455974213418565,1.7246383967340088e-05,0.00027148381261612737
10,2017-01-03 12:00:00,0.3884396215156375,-2.132817724524474e-07,-1.0746058634612374,0.2395685206029893,0.2381540772959231,-1.7178799460702614e-07,0.2395685206029893,0.2380672947171954,1.693060816209301e-05,0.0003102664035315725
11,2017-01-03 18:00:00,1.1204723191854482,-2.947028640333981e-07,-1.17723171436956,0.9491439047602124,0.9477982866263104,-2.361582721782783e-07,0.9491439047602124,0.947709200265794,1.7327869848761652e-05,0.0004001066839990464
12,2017-01-04 00:00:00,0.8035271119195526,-8.275133172108404e-07,-1.2469376385390178,0.6169451548546889,0.6150418232810229,-6.758829482398261e-07,0.6169451548546889,0.6149785927388504,1.7053908440260524e-05,0.00035089933824550637
13,2017-01-04 06:00:00,1.0551260085412262,-5.505972819897275e-07,-2.766278088317077,0.5360712435919023,0.5370632755065617,-4.525382545160053e-07,0.5360712435919023,0.5368036039050252,1.7308323689136046e-05,0.00038516833234582845
14,2017-01-04 12:00:00,0.0824291679669598,3.852969305370094e-07,-1.286520607453357,-0.112814613918849,-0.113116388390783,2.017920987827281e-07,-0.112814613918849,-0.1134404253405292,1.7238664904439426e-05,0.00029068189591500396
15,2017-01-04 18:00:00,0.8052855307718629,4.227792926154157e-06,-1.2228977364509672,0.6239641548688113,0.6284199071185136,3.0558389397374255e-06,0.6239641548688113,0.6273977637821154,1.6680599958028332e-05,0.00028427326229581103
16,2017-01-05 00:00:00,-0.0728460326061074,9.12147739567106e-06,-1.0741535216914349,-0.2216181488979277,-0.2112167785360485,6.670516361123781e-06,-0.2216181488979277,-0.2131497315054915,1.614119760724654e-05,0.0002808502974806411
17,2017-01-05 06:00:00,0.8803263131662225,1.958150805404052e-05,-2.500214040192936,0.4194935623611681,0.4455245338754569,1.4993621628043093e-05,0.4194935623611681,0.4423178508449674,1.7017868188106296e-05,0.0003903588549109973
18,2017-01-05 12:00:00,0.0110973248365411,-8.38023564264927e-07,-1.1890081329892352,-0.1628080886845052,-0.1648217540616284,-6.128179122845312e-07,-0.1628080886845052,-0.1647732507091414,1.8103261906544774e-05,0.00040739768451955117
19,2017-01-05 18:00:00,1.3091208457279206,8.09863943177709e-06,-1.138918555779615,1.1461763872601414,1.155391458360792,6.542636547784416e-06,1.1461763872601414,1.1545596371720348,1.8769776252124485e-05,0.000433713990438405
20,2017-01-06 00:00:00,1.204812329880224,1.9203596772327412e-05,-1.067547124400544,1.057485872102678,1.0806388076220332,1.578324220123641e-05,1.057485872102678,1.0792226923161017,1.877763943293308e-05,0.0005029773610203598
21,2017-01-06 06:00:00,2.232619435859487,6.102202689550982e-06,-2.5131869828278632,1.7689478541229002,1.7779375356958438,4.371505959375324e-06,1.7689478541229002,1.776314259045069,1.949705447899897e-05,0.0006124890103815823
22,2017-01-06 12:00:00,1.3300238071067698,1.0855702975220929e-05,-0.973110219294595,1.2033626998851703,1.215790127797407,8.59527428832119e-06,1.2033626998851703,1.2144779553809764,1.894582099080322e-05,0.000595229349338445
23,2017-01-06 18:00:00,1.6235868881782995,5.8178118856251e-07,-1.1024349821469386,1.468626022965796,1.468264636758719,7.938958875027899e-07,1.468626022965796,1.4685754294064006,1.8772704404758585e-05,0.0005655846425116575
24,2017-01-07 00:00:00,1.2133015434109566,3.0869487562279706e-05,-0.9266491982275158,1.0968073649600665,1.134491778869895,2.4741584578531418e-05,1.0968073649600665,1.131377839564132,1.9306553501947734e-05,0.0004520807226443867
25,2017-01-07 06:00:00,1.5171431790379617,-1.7592419169908918e-06,-2.6003268861999667,1.03440302820145,1.0335871152330125,-2.7400534780782835e-06,1.03440302820145,1.0315428623975176,2.03884021892303e-05,0.0005449423860347221
26,2017-01-07 12:00:00,0.9530742701659374,1.0091392593687588e-06,-1.176095740086838,0.7819944376563059,0.7822974086162843,-7.492438568047188e-08,0.7819944376563059,0.7807929025604561,2.0050946740561652e-05,0.0004737019245650869
