model,q_extreme,ridge_alpha,cv_gain_all_median,cv_gain_all_mean,cv_gain_extreme_median,cv_gain_extreme_mean,cv_gain_non_extreme_median,cv_score_mean,cv_score_std,cv_extreme_positive_frac,cv_overall_positive_frac,seed,complexity
horizontal_global,0.95,0.1,0.00023239576618166703,0.0008985721084395449,-0.002010486122786469,-0.0018555052070808437,0.0006940829191230283,-2.9180495100876924e-05,0.005490770073594576,0.16666666666666666,0.5,20260301,2
vertical_regime,0.85,1e-06,0.1215942123350515,0.13798665738034924,0.33387755925321283,0.27637810438372795,0.03679804511910578,0.303813520010586,0.14986228062788726,0.8333333333333334,1.0,20260301,5
vertical_regime,0.85,3e-06,0.12159421237244772,0.13798665739091073,0.33387755947668885,0.27637810449992073,0.036798045089050144,0.30381352009086315,0.14986228040810975,0.8333333333333334,1.0,20260301,5
vertical_regime,0.85,1e-05,0.12159421250333484,0.13798665742787605,0.333877560258855,0.27637810490659537,0.03679804498385578,0.3038135203718333,0.14986227963888896,0.8333333333333334,1.0,20260301,5
vertical_regime,0.85,3e-05,0.12159421287729788,0.13798665753349112,0.33387756249361544,0.2763781060685229,0.03679804468330012,0.30381352117460486,0.14986227744111547,0.8333333333333334,1.0,20260301,5
vertical_regime,0.85,0.0001,0.12159421418616828,0.13798665790314393,0.3338775703152763,0.276378110135269,0.03679804363135569,0.30381352398430533,0.14986226974890846,0.8333333333333334,1.0,20260301,5
vertical_regime,0.85,0.0003,0.121594217925797,0.13798665895929454,0.333877592662876,0.27637812175454185,0.03679804062580049,0.3038135320120196,0.14986224777117876,0.8333333333333334,1.0,20260301,5
vertical_regime,0.85,0.001,0.12159423101448819,0.13798666265582007,0.33387767087943804,0.27637816242197627,0.03679803010636616,0.3038135601090058,0.14986217084917958,0.8333333333333334,1.0,20260301,5
vertical_regime,0.85,0.003,0.1215942684106679,0.1379866732173068,0.33387789435501725,0.27637827861447173,0.03679800005090917,0.30381364038598985,0.14986195107250752,0.8333333333333334,1.0,20260301,5
vertical_regime,0.85,0.01,0.12159439929635008,0.13798671018233535,0.33387867651589553,0.27637868528617116,0.0367978948576229,0.30381392135403806,0.1498611818596166,0.8333333333333334,1.0,20260301,5
vertical_regime,0.85,0.03,0.12159477324733031,0.13798681579520397,0.33388091122998764,0.27637984718787234,0.03679759431235463,0.30381472410792737,0.14985898415531132,0.8333333333333334,1.0,20260301,5
vertical_regime,0.85,0.1,0.12159608198112545,0.1379871854227599,0.3338887323644627,0.2763839136403683,0.036796542485314485,0.3038175336069809,0.14985129273635228,0.8333333333333334,1.0,20260301,5
vertical_regime,0.88,1e-06,0.10421508042117086,0.11865206459550816,0.3535216012342046,0.2899990292062201,0.019642804755038212,0.29265148211924025,0.16049607514117392,0.8333333333333334,1.0,20260301,5
vertical_regime,0.88,3e-06,0.10421508038795346,0.11865206460847422,0.3535216014592035,0.2899990293426525,0.019642804730941432,0.29265148221406573,0.16049607488386308,0.8333333333333334,1.0,20260301,5
vertical_regime,0.88,1e-05,0.1042150802716931,0.1186520646538558,0.35352160224669893,0.28999902982016534,0.019642804646604232,0.292651482545955,0.16049607398327537,0.8333333333333334,1.0,20260301,5
vertical_regime,0.88,3e-05,0.10421507993952026,0.11865206478351724,0.35352160449668535,0.2899990311844877,0.019642804405640115,0.29265148349420983,0.1604960714101675,0.8333333333333334,1.0,20260301,5
vertical_regime,0.88,0.0001,0.10421507877691547,0.11865206523733214,0.35352161237163787,0.2899990359596157,0.019642803562266116,0.29265148681310155,0.16049606240429112,0.8333333333333334,1.0,20260301,5
vertical_regime,0.88,0.0003,0.10421507545518753,0.11865206653394604,0.35352163487149985,0.28999904960283707,0.019642801152626007,0.29265149629564835,0.1604960366732205,0.8333333333333334,1.0,20260301,5
vertical_regime,0.88,0.001,0.10421506382914343,0.11865207107209252,0.35352171362097873,0.28999909735408785,0.01964279271889362,0.2926515294845452,0.16049594661453512,0.8333333333333334,1.0,20260301,5
vertical_regime,0.88,0.003,0.10421503061190292,0.11865208403820719,0.353521938619174,0.28999923378603126,0.01964276862257539,0.292651624309826,0.16049568930453334,0.8333333333333334,1.0,20260301,5
vertical_regime,0.88,0.01,0.10421491435188948,0.11865212941939342,0.3535227261091719,0.2899997112954825,0.019642684286164353,0.2926519561966829,0.16049478872568107,0.8333333333333334,1.0,20260301,5
vertical_regime,0.88,0.03,0.1042145821832391,0.1186522590780842,0.35352497604899935,0.2900010755880471,0.019642443331013636,0.29265290443091246,0.16049221569599992,0.8333333333333334,1.0,20260301,5
vertical_regime,0.88,0.1,0.10421341962582133,0.11865271286201866,0.35353285046981164,0.2900058503769181,0.019641600058255618,0.2926562230881695,0.16048321070753696,0.8333333333333334,1.0,20260301,5
vertical_regime,0.9,1e-06,0.09893360656704228,0.10726554255358918,0.3399730252507282,0.2898978264903875,0.014356715578085884,0.28120423844782166,0.16929119180523747,0.8333333333333334,1.0,20260301,5
vertical_regime,0.9,3e-06,0.0989336065322956,0.10726554256408856,0.3399730255380503,0.28989782664404845,0.014356715553739484,0.2812042385505176,0.16929119154477415,0.8333333333333334,1.0,20260301,5
vertical_regime,0.9,1e-05,0.09893360641068269,0.10726554260083686,0.33997302654367834,0.289897827181862,0.014356715468526866,0.281204238909954,0.1692911906331522,0.8333333333333334,1.0,20260301,5
vertical_regime,0.9,3e-05,0.09893360606321688,0.10726554270583162,0.33997302941690033,0.28989782871847164,0.014356715225062088,0.2812042399369146,0.16929118802851842,0.8333333333333334,1.0,20260301,5
vertical_regime,0.9,0.0001,0.09893360484708627,0.10726554307331315,0.33997303947317803,0.2898978340966056,0.014356714372935573,0.2812042435312765,0.16929117891230078,0.8333333333333334,1.0,20260301,5
vertical_regime,0.9,0.0003,0.0989336013724274,0.10726554412326018,0.33997306820539513,0.2898978494626999,0.014356711938289073,0.2812042538008801,0.16929115286596993,0.8333333333333334,1.0,20260301,5
vertical_regime,0.9,0.001,0.09893358921112597,0.1072655477980727,0.3399731687681069,0.2898979032440015,0.014356703417031401,0.2812042897444736,0.169291061703875,0.8333333333333334,1.0,20260301,5
vertical_regime,0.9,0.003,0.09893355446458565,0.10726555829751855,0.33997345608972396,0.2898980569046183,0.01435667907063327,0.28120439244028955,0.16929080124128493,0.8333333333333334,1.0,20260301,5
vertical_regime,0.9,0.01,0.09893343285209696,0.10726559504535704,0.33997446171052287,0.2898985947139185,0.014356593858837113,0.28120475187370814,0.16928988962850092,0.8333333333333334,1.0,20260301,5
vertical_regime,0.9,0.03,0.0989330853912973,0.10726570003728264,0.33997733487114434,0.28990013128741754,0.014356350401685675,0.2812057788097332,0.16928728507438423,0.8333333333333334,1.0,20260301,5
vertical_regime,0.9,0.1,0.0989318693187933,0.10726606748686918,0.33998739044730264,0.2899055090088302,0.014355498361429945,0.28120937289216735,0.16927816976304375,0.8333333333333334,1.0,20260301,5
vertical_regime,0.92,1e-06,0.08962074040954265,0.09753997198770065,0.3777108041920475,0.2980334916093544,0.012772677289989987,0.2763600669533132,0.1850218912071174,0.8333333333333334,1.0,20260301,5
vertical_regime,0.92,3e-06,0.08962074038240203,0.0975399719911193,0.37771080433945964,0.2980334917232715,0.012772677263124425,0.27636006702508215,0.18502189095502763,0.8333333333333334,1.0,20260301,5
vertical_regime,0.92,1e-05,0.08962074028740952,0.09753997200308473,0.3777108048554021,0.29803349212198077,0.012772677169094443,0.27636006727627316,0.18502189007271375,0.8333333333333334,1.0,20260301,5
vertical_regime,0.92,3e-05,0.08962074001600273,0.09753997203727144,0.3777108063295232,0.2980334932611503,0.01277267690043789,0.27636006799396157,0.18502188755181667,0.8333333333333334,1.0,20260301,5
vertical_regime,0.92,0.0001,0.08962073906607848,0.09753997215692502,0.37771081148894714,0.2980334972482431,0.01277267596014034,0.27636007050587086,0.1850218787286783,0.8333333333333334,1.0,20260301,5
